isin,ticker,name
IE00B6R52143,IS0C,ISV-AGRIBUSIN.U.ETF DLA
US6516391066,NMM,"NEWMONT MNG CORP. DL 1,60"
US8636671013,SYK,"STRYKER CORP.      DL-,10"
DE0005875306,GFK,GFK SE O.N.
FR0010791004,540E,AMUN.ETF STXX EUR.600U.E.
US1638511089,2CU,"CHEMOURS CO.       DL-,01"
US6549022043,NOAA,"NOKIA OYJ A ADR 1/EO-,06"
DE000A0KFRJ1,T5O,CYTOTOOLS          O.N.
LU0629460675,UIMR,UBS E.-MSCI EMU S.R.EOAD
IE00B44Z5B48,SPYY,SPDR MSCI ACWI UCITS ETF
IE00B9MRJJ36,XDGM,DB-XTR.MITT.+MIDC.GERM.1D
LU0378435803,C067,COMS.-S.E.600F.+B.U.ETF I
LU0322251520,DXS3,DB X-TR.S+P 500 INV.DA.1C
DE000A1EMHE0,GTK,TONKENS AGRAR AG
DE0005937031,MAN3,MAN SE VZO O.N.
DE000ETFL045,EL4D,DK STOXX EUR.STR.VALUE 20
DE000ETF9058,E905,COMSTAGE 1-SDAX UCI.ETF I
LU0496786574,LYPS,MUL-LYX.S+P500UC.ETF D-EO
FR0010655696,18MI,AMUNDI ETF MSCI EUROPE
IE00B6YX5F63,SYB3,SPDR B.1-3 Y.EO GO.BD ETF
LU0690964092,XGVD,DB X-TR.II GLG.BDU.E.1DEO
DE000A1N49P6,OOEA,ETFS COM.SEC.Z12/UN.INDEX
IE00BYYHSM20,QDVX,ISHSII-MSCI EU.QUA.DV.EOD
AT0000922554,ROI,ROSENBAUER INTL
FR0010814236,LYPJ,LYX.E.C.BD X FI.U.ETF CEO
LU0533033824,LYPH,MUL-LYX.MSCI W.MA.TRUECEO
LU0942970798,XBAE,DB X-TR.II BA.G.AGG.BD 5C
DE000A1CXBV8,ETL2,ETFS L.DAT.ALL.COMM.GO DZ
DE0005400667,N2F,NANOFOCUS O.N.
IE00BWBXMB69,ZPDU,SSGA S.E.E.II-S.US U.S.S.
LU0488316729,C022,COMSTAGE-HSI UCITS ETF I
LU0530124006,5X63,C.-CO.BU.-F.D.S.T.U.ETF I
IE00BH361H73,XDND,DB-XTR.MS.N.AM.H.D.Y.I.1C
DE0005933949,EXW3,ISH.STOXX EUROPE 50 U.ETF
IE00BLNMYC90,XDEW,DB-XTR.S+P500 EW ETF 1CDL
IE00B54DDP56,UIQC,UBS ETFS-HFRX GL.HDG.A EO
DE000A0KRJV8,OD7D,ETFS COM.SEC.DZ06/UN.CORN
US9129091081,USX1,UNITED STATES STEEL  DL 1
IE00B0M63516,IQQB,IS MSCI BRAZ.U.ETF USD D
DE000LTT0243,LO24,LOTTO24 AG NA O.N.
DE0006656101,MWB,MWB FAIRTRADE WPHDLSBK AG
LU0446734526,UIMD,UBS-ETF-MSCI PAC.EX JAP.A
DE000ETC0597,X0B9,COMMERZBANK ETC UNL.
LU0429458895,D5BE,DB X-T.II-IB.DLT.1-3ETF1C
DE000A0H08Q4,EXV3,ISH.S.EU.600 TEC.U.ETF A.
US0015471081,AK2,"AK STEEL HLDG      DL-,01"
LU0378435399,C062,COMST.-S.E.600 BA.U.ETF I
DE000ETF9074,E907,COMSTAGE 1-MDAX UCI.ETF I
FR0010654913,18MB,AMUNDI ETF EU.ST.50 DR
DE000A0B9VV6,NNS,COREO AG   O.N.
DE000A0D88T9,MA1,MAX21 AG
DE000A1X3YY0,BST,BASTEI LUEBBE AG  O.N.
US67020Y1001,SC2,"NUANCE COMMUNIC.  DL-,001"
IE00BYYHSQ67,QDVW,ISHSII-MSCI WL.QUA.DV.DLD
IE00BRB36B93,XDNE,DB-XTR.JPX-N.400 E.DR3CEH
US9113121068,UPAB,UNITED PARCEL SE.B DL-01
DE0005227201,BIO,BIOTEST AG ST O.N.
DE000A161010,WSOK,WALLSTREET:ONLINE AG
DE0006942808,PZS,SCHERZER U. CO. AG O.N.
FR0000120404,ACR,ACCOR SA INH.        EO 3
IE00B42NKQ00,QDVF,ISHSV-S+P500ENER.SECT.DLA
LU0908508731,XG7S,DB X-TR.II GL G.BD U.E.5C
IE00BKWQ0H23,SPYH,SSGA S.E.E.II-M.EU.H.CARE
DE000A11QVV0,WL6,WILEX AG O.N.
FR0012647451,FRNU,AMUNDI ETF FR DL CORP.C
LU0321462953,DXSU,DBXTR.II-E.M.L.E.BD 1CEOH
US0727303028,BAYA,BAYER ADR
DE0005479307,VG8,VARENGOLD BANK AG
DE0005228779,OBS,ORBIS AG O.N.
IE00B53HP851,SXRW,ISHSVII-FTSE 100 LS ACC
DE000A2E4L42,S26A,PYROLYX AG   NA O.N.
DE000A0XFSF0,DMRE,DEMIRE DT.MTS.RE AG
DE000A12UKD1,CB7,SOLVESTA AG
FR0010892190,KX1G,AM.ETF GO.BD L.R.EOM.I.G.
US1407811058,CR8,"CARBO CERAMICS     DL-,01"
IE00BCLWRD08,IS3H,ISIV-MSCI EMUMC.U.ETF EOA
DE000A119M34,SMLP,SOURCE-S.M.US E.I.MLP ADZ
IE00B57X3V84,IUSL,ISHSII-DJ GL.SUST.SCR.DLA
DE000ETFL383,EFQ8,DK IBOXX EO L.NON-FI.DIV.
IE00B14X4S71,IUSU,IS DL T.BD1-3YR U.ETF DLD
DE0005146807,DEX,DELTICOM AG
US37045V1008,8GM,"GENERAL MOTORS     DL-,01"
US9311421039,WMT,"WAL-MART STRS      DL-,10"
SE0000108656,ERCB,ERICSSON B (FRIA)
DE0006289465,EXHA,ISH.EB.REXX GOV.GER.U.ETF
DE000A0KRJT2,OD7B,ETFS COM.SEC.DZ06/UN.COFF
LU1033694362,C014,C.-S+P 500 EO D.HD N.TR I
DE000A0V9Y81,4RUH,ETFS COM.SEC.DZ08/UN.IDX
DE0005874846,IS7,INTICA SYSTEMS AG
FR0010168781,LYY2,LYS.MSCI EMU V.(DR)UC.ETF
IE00BCRY6003,IS3K,ISHSIV-DL S.D.H.Y.BD DL D
IE00B4694Z11,SYBS,SPDR BAR.STER.COR.BD ETF
LU0290356871,DBXP,DBXTR.II-E.G.B.1-3(DR)1C
LU0292097234,DBXX,DB X-TR.FTSE100(DR)INC.1D
FR0010821819,540H,AMUNDI ETF MSCI EU X EMU
LU1291103338,EKLD,BNPPEMSCIKLD400USSRIUECDL
IE00BM67HW99,XDPE,DB-XTR.S+P500 U.ETF 1CEOH
IE00B78JSG98,UBU5,UBS(I)-MSCI US.V.U.E.ADDL
LU0446734104,UIMA,UBS-ETF-MSCI EUROPE A
IE00BWTN6Y99,HDLV,P.SHS S+P500 H.DIV.L.VOL.
LU0392495700,X020,C.S.-MSCI USA TRN U.ETF I
DE0008618737,BPE,"BP PLC DZ/1 DL-,25"
FR0011020957,AFIN,AMUNDI ETF EO COR.FIN.IB.
DE0001262152,DTD2,B+S BANKSYSTEME AG O.N.
LU0292108619,DBX3,DB X-T.MSCI EM LATAM I.1C
GB00B1VYCH82,TCG,"THOMAS COOK GROUP  EO-,01"
IE00BMP3HL79,UBUP,UBS I.ETF-MSCI EMU DEF.AD
IE00B3DKXQ41,EUN4,ISHSIII-EO AGGR.BD EO DIS
US38141G1040,GOS,GOLDMAN SACHS GRP INC.
LU0484968812,XB4F,DBXTII-ESG ECB.UETF(DR)1C
IE00B5MTYL84,SC03,SOURCE-S.ST.E.600OP.F+B A
LU0392495536,X018,CS.-CS.D.JO.RU.GDR UETF I
LU1310477036,AH50,DB X-T.H.FTSE C.A-H50 1D
DE000A1EK0H1,XAD3,DB ETC PLC P PLAT EUR H60
US1101221083,BRM,BRISTOL-MYERS SQUIBBDL-10
FR0010756114,18MP,AMUNDI ETF MSCI WLD X EMU
LU0290358497,DBXT,DB X-TR.II-EONIA 1C
LU0599613147,OSX6,OSS.ESTXX600 EW UC.ETF 1C
DE000A1MECS1,8PSG,SOURCE PHY.MRKT.ETC00 XAU
FR0010652867,LYQI,LYX.MSCI AC AXJ.U.ETF CEO
IE00BL25JM42,XDEV,CFS-DBXT.MSCI WVF.DR 1CDL
FR0010737544,LYQJ,LYXOR EURO C.BD U.ETF CEO
IE00B1FZS681,IBCN,ISHSII-EO G.BD3-5YR EODIS
DE000A0V9Y57,4RUE,ETFS COM.SEC.DZ08/UN.IDX
DE000ETFL201,EL4U,DK DB EUROG.GERMANY 5-10
FR0010326140,LYYE,LY.R.(D.J.R.GDR)UETF CEOC
IE00BKWQ0Q14,SPYE,SSGA S.E.E.II-MSCI EUROPE
LU0875160326,RQFI,DB X-TR.HAR.CSI300 UC. 1D
DE000A0H08C4,EXHK,IS.EO GO.BD.C.10.5+ U.ETF
DE000A12Z314,5CH5,ETFS FOR.EXC.DZ14/UN.CUR.
DE000ETFL227,EL4W,DK DB EUROG.GER.MONEYM.
LU0322252924,DXS7,DB X-TR.FTSE VIETNAM 1C
DE000A0V9YZ7,4RT8,ETFS COM.SEC.DZ08/UN.IDX
DE000A1E0HS6,XAD6,DB ETC PLC P SLVR EUR 60
US6174464486,DWD,"MORGAN STANLEY     DL-,01"
US7134481081,PEP,"PEPSICO INC.     DL-,0166"
DE000A1ZK3W9,PCFH,BOOST ISSUER SILV.ZT13/62
IE00BKWQ0M75,SPYS,SSGA S.E.E.II-M.EU.SM.CAP
IE00BP3QZD73,IS3T,ISHSIV-E.MSCI WLD S.F.DLA
DE000A1NZLM8,00XM,ETFS H.COM.SEC.Z12/UN.IDX
US1667641005,CHV,"CHEVRON CORP.      DL-,75"
DE000ETC0175,X0CK,COMMERZBANK ETC UNL.
US20825C1045,YCP,"CONOCOPHILLIPS     DL-,01"
US49456B1017,2KD,"KINDER MORGAN P DL-,01"
DE0005218309,MBQ,MOBOTIX AG O.N.
DE0005209589,A6T,ARTEC TECHNOLOGIES O.N.
FR0010655712,18MJ,AMUNDI ETF MSCI GERMANY
DE000ETC0340,X0D4,COMMERZBANK ETC UNL.
CH0210483332,RITN,CIE FIN.RICHEMONT   SF 1
DE000ETFL276,EL41,DK MSCI USA MC
DE0002605557,B8A,BAVARIA INDS GRP   O.N.
DE0005118806,TGT,11 88 0 SOLUTIONS AG
IE00BZ0PKS76,IBCY,ISHSIV-E.MSCI USA MUL.DLA
DE000A0HN4T3,WEG1,WESTGRUND AG
DE0006967805,PDA,PRO DV AG O.N.
FR0013213444,H1D5,AMUNDI ETF S+P 500 D.H.EO
DE000A0Q4RZ9,EXVM,I.EB.R.MONEY MARKET U.ETF
DE000ETC0332,X0D3,COMMERZBANK ETC UNL.
IE00BWBXM831,ZPDM,SSGA S.E.E.II-S.US M.S.S.
IE00B4MKCJ84,2B7B,ISHSV-S+P500MAT.SECT.DL A
LU0290357259,DBXB,DBXT.II-EGB.7-10 UE(DR)1C
IE00B4WXJD03,EUNJ,ISHSIII-MSCI P.EX-J.DLDIS
AT0000820659,BFC,KTM INDUSTRIES AG
DE000A133ZT6,O1LL,BOOST ISSUER ETP 2062
US40434L1052,7HP,"HP INC            DL -,01"
FR0010222224,LYQ2,LY.EUR.1-3Y I.G.(DR)U.ETF
FR0011146315,LYS4,L.E.HRMWGB.1-3Y(DR)UETF C
IE00BC7GZW19,SYBD,SPDR B.0-3 Y.EUR.CO.B.ETF
IE00B60SX170,SC0H,SOURCE MKTS-S.MSCI USA A
DE0005854343,E4C,ECOTEL COMMUNICATION AG
FR0000121972,SND,SCHNEIDER ELEC. INH. EO 4
US1510201049,CG3,"CELGENE CORP.      DL-,01"
DE000A0KRJU0,OD7C,ETFS COM.SEC.DZ06/UN.COPA
LU0292109344,DBX6,DB X-TR.MSCI BR.I.(DR) 1C
LU0444605215,CD47,COMST.-PSI 20 UCITS ETF I
AT0000652250,T1L,S IMMO AG
AT0000821103,UN9,UNIQA INSURANCE GROUP AG
LU0468896575,D5BB,DBXTII-G.G.B.UETF(DR) 1D
DE000A1KYN55,XCTL,DB ETC IDX COM BST E 61
DE000ETC0142,X0CJ,COMMERZBANK ETC UNL.
LU0629460832,UIMT,UBS-ETF-MSCI PAC.S.RESP.A
DE0006204589,C1V,MVISE AG O.N.
LU0292106167,DXSM,DB X-TR.DBLCI-OY BAL. 1C
LU1399300455,XUTE,DB X-T.II-IB.DL TR.(DR)2D
US61166W1018,MOO,"MONSANTO CO.       DL-,01"
LU0962071741,XYPD,DB X-T.II-IB.S.E.Y.P.1D
DE000A1N3G19,00XT,ETFS H.COM.SEC.Z12/UN.IDX
US1713401024,CXU,CHURCH + DWIGHT CO. DL 1
NL0000009165,HNK1,"HEINEKEN          EO 1,60"
IE00B4K48X80,EUNK,ISHSIII-MSCI EUR. EO(ACC)
IE00BP9F2J32,LDCE,PFIS ETF-P.LD EO C.B. EOI
DE000A1EK0W0,XBJQ,ETFS FOR.EXC.DZ10/UN.CUR.
US8715031089,SYM,"SYMANTEC CORP.     DL-,01"
DE000A133ZR0,3QSS,BOOST ISSUER ETP 2062
DE000A0V9ZC3,4RUM,ETFS COM.SEC.DZ08/UN.IDX
DE000A0KRJ51,OD7N,ETFS COM.SEC.DZ06/UN.SLVR
US7551115071,RTN1,"RAYTHEON CO.       DL-,01"
US9182041080,VFP,V.F. CORP.
DE0005167902,UUU,3U HOLDING AG
FR0010410266,LYM0,LYX.MSCI EM LA.AM.U.ETF C
LU0378437502,C010,C.S.-DJ INDUST.AV.U.ETF I
LU0392494729,X012,C.S.-MSCI EMU TRN U.ETF I
LU0392496005,X023,CS.-CS S+P S.C.600 UETF I
LU1452600270,TIUP,MUL-LYX.US TIPS (DR) DDL
US5007541064,KHNZ,"KRAFT HEINZ CO.DL -,01"
DE000A1JXC86,H4ZM,HSBC MSCI RU CAP.UC.ETFDZ
DE000A0MVLS8,ETG,ENVITEC BIOGAS O.N.
LU0378436447,C072,COMST.-S.E.600 O+G.UETF I
LU1291109616,GSDE,BNP P.EASY-EN.+ME.E.R.CEO
ES0118900010,UFG,"FERROVIAL S.A.INH. EO-,20"
DE000A1EK3B8,XAD4,DB ETC PLC P PAL EUR H 60
NL0000238145,APM,"AD PEPPER MEDIA   EO 0,05"
IE00BJZ2DD79,XRS2,DB-X-TR.RUS.2000 ETF 1CDL
US92532F1003,VX1,"VERTEX PHARMAC.    DL-,01"
FR0010791145,540L,AMUNDI ETF MSCI WLD ENER.
IE00BF8HV717,COVR,PFIS ETF-P.CB S.U.ETF EOI
DE000A12UP29,L1OA,LLOYD FONDS AG
DE0007830572,4DS,DALDRUP+SOEHNE AG
IE00BP3QZ601,IS3Q,ISHSIV-E.MSCI W.QU.F.DL A
IE00B3S5XW04,SYBB,SPDR BARC.EO.GOV.BD ETF
LU0629460089,UIMP,UBS ETF-MSCI USA S.R.ADDL
LU0292100806,DXSC,DB X-TR.ST.E.600 BA.RE.1C
DE000A2E4MK4,NUVA,NORATIS AG  INH. O.N.
DE0005494165,EQS,EQS GROUP AG NA O.N.
US1921085049,CDM1,"COEUR MINING DL -,01"
FR0010346205,LYYH,LYX.CTR/C.CRB E-E UE C-EO
IE00BZ036H21,XDGU,CFS-DBX.UCB.UETF(DR) 1DDL
DE000A133ZW0,NGXS,BOOST ISSUER NGAS.ETP2062
DE0006286560,O4B,OVB HOLDING AG
DE000A2BDEC4,4RUD,ETFS COM.SEC.DZ08/UN.IDX
US24703L1035,12D,"DELL TECHS INC. V  DL-,01"
DE000A14KN47,U1D,UHR.DE AG
CH0014852781,SLW,"SWISS LIFE HLDG SF 5,10"
GB0002634946,BSP,"BAE SYSTEMS PLC   LS-,025"
DE000A1VFZ51,PCFC,BOOST ISSUER 3S.ESTX13/62
DE000ETFL037,EL4C,DK STOXX EUR.STR.GROW.20
LU1199448058,ECBD,SI UC.-UC TH.R.B.E.C.B.UE
NL0000009082,KPN,KON. KPN NV         EO-04
DE000A1MMEV4,GSJ,GERM.STARTUPS GRP NA O.N.
DE000A0Z2Y48,VROS,VERIANOS REAL ESTATE AG
DE000A1NZLL0,00XL,ETFS H.COM.SEC.Z12/UN.IDX
DE000A14ND38,WTEE,WISDOMTREE EUR.EQ.INC.DZ
ES0113211835,BOY,BCO BIL.VIZ.ARG.NOM.EO-49
US4128221086,HAR,"HARLEY-DAVID.INC. DL -,01"
DE000A0Z23G6,ERMK,DEAG DT.ENTERTAINM. O.N.
DE000A0BVVK7,FAM1,DT.CANNABIS AG   O.N.
DE000A12Z306,JPE5,ETFS FOR.EXC.DZ14/UN.CUR.
IE00BKWQ0P07,SPYU,SSGA S.E.E.II-M.EUR.UTIL.
NL0010273215,ASME,"ASML HOLDING    EO -,09"
CH0001752309,GFIN,GEORG FISCHER NA  SF 1
DE000A0H08E0,EXV7,IS.S.EU.600 CHEM.U.ETF A.
DE000A1C22N1,H4ZG,HSBC MSCI BRAZ.UC.ETF DZ
DE000A1RFMY4,RCMN,RCM BETEILIGUNGS NA. O.N.
DE000ETN0842,X040,COMMERZBANK ETN UNL.
GB00BN7ZCY67,2EM,"ERGOMED PLC       LS -,01"
DE000A1C22Q4,H4ZI,HSBC MSCI EM F.E.UC.ETFDZ
DE000A141DW0,D500,SOURCE-S.S+P 500 DZ
FR0010168765,LYY3,LYX.MSCI EMU GWTH(DR)UETF
LU0533033402,LYPF,MUL-LYX.MSCI W.IN.TRUECEO
AT0000644505,LEN,LENZING AG
IE00BKWQ0G16,SPYZ,SSGA S.E.E.II-M.EURO.FIN.
IE00BRKWGL70,E500,SOURCE-S.S+P 500 EO HDGD
IE00B7K93397,UBU9,UBS(I.)ETF-SP500 U.E.ADDL
GB0008847096,TCO,"TESCO PLC          LS-,05"
DE0007279507,SPM,SPL.MEDIEN AG O.N.
FR0010361691,LYMC,LYX.MSCI KOREA U.ETF CEO
DE0005173306,A5A,ASKNET AG NA O.N.
FR0007056841,DJAM,LYX.D.JON.IN.AV.U.ETF DEO
LU0147308422,UIM4,UBS-ETF-MSCI EMU A
NL0011794037,AHOG,"AHOLD DELHAIZE,KON.EO-,01"
US0258161092,AEC1,"AMER. EXPRESS     DL -,20"
IE00B8KGV557,EUNZ,ISHSVI-E.MSCI EM MIN.VDLA
FR0010655746,AMES,AMUNDI ETF MSCI SPAIN
DE0005498901,DAM,DATA MODUL AG O.N.
DE000A0H08J9,EXH4,IS.S.E.600 I.G+S.U.ETF A.
IE00BD4DX952,XQUA,DB-XTR.IBOXX EM.SO.Q.W.1D
LU0489337690,D5BK,DB X-T.FTSE E/N DE RE 1C
LU0321465469,DXSZ,DB X-TR.II-FED FDS. 1C
AT0000720008,TA1,TELEKOM AUSTRIA AG
IE00BD5J2G21,IUSR,ISHSII-EO STOXX50 X-F.EOA
DE000A0V9YG7,4RTR,ETFS COM.SEC.DZ08/UN.IDX
DE0007612103,G6P,GOING PUBLIC MEDIA AG
IE00B802KR88,SPY1,SPDR S+P 500 LW VOL.USD
LU0643975591,X03F,DBXTR.II-EUROZ.G.B.(DR)1D
DE000A0V9X58,4RTE,ETFS COM.SEC.DZ08/UN.IDX
DE0005580005,DIE,DIERIG HOLDING AG O.N.
FR0010464446,LYMV,LY.S.A.(F.J.T.40)UETF CEO
FR0010754119,18MT,AMUNDI ETF EURO CRPS
IE00BZ0PKV06,IBC0,ISIV-E.MSCI E.M.U.ETF EOA
US2635341090,DUP,"DU PONT NEMOURS  DL -,30"
DE000A0Q8NC8,ETLX,ETFS DAXGL.G.MIN.GO UC.DZ
IE00B7KMNP07,UBUD,UBS(I)-S.G.P.G.M.U.E.ADDL
IT0003697080,GHH,"GEOX S.P.A.        EO-,10"
CH0025238863,KNIA,KUEHNE + NAGEL INTL  SF 1
IE00B3FH7618,EUN6,ISHSIII-EO G.BD 0-1YR EOD
CH0012255144,UHRN,"SWATCH GRP AG NAM.SF 0,45"
DE000ETC0225,X0CN,COMMERZBANK ETC UNL.
FR0010424135,LSK7,LYX.EUR.ST.50 DA.SH.U.ETF
DE000ETFL151,EL4P,DK IB EO LIQ.SOV.DIV.7-10
LU0335044896,DX22,DB X-TR.II-EONIA 1D
AT0000818802,DOQ,DO + CO AG
AT0000837307,T9Z,ZUMTOBEL GROUP AG INH. A
DE000A2DA6T5,FAM2,DT.CANNABIS AG  JGE O.N.
IE00BMP3HJ57,UBUN,UBS I.ETF-MSCI EMU CYC.AD
IE00BX7RQY03,UBUR,UBS(I)-F.MSCI US.L.V.ADDL
IE00BX7RRJ27,UBUT,UBS(I)-FA.MSCI US.QU.ADDL
IE00BX7RRT25,UBUU,UBS(I)-F.M.US.T.S.YL.ADDL
IE00BX7RR706,UBUS,UBS(I)-F.MSCI US.P.V.ADDL
IE00B5PYL424,UBUB,UBS(I)-SOL.G.O.E.U.E.ADDL
IE00B5TZCY80,UIQS,UBS ETFS-MSCI CA SF AACD
IE00B7KQ7B66,UBU7,UBS(I)-MSCI WOR. U.E.ADDL
IE00B77D4428,UBU3,UBS I.-MSCI USA U.E. ADDL
LU0136242590,UIM3,UBS-ETF FTSE 100 INH.A
LU0446734369,UIME,UBS-ETF-MSCI EMU VALUE A
LU0446734872,UIM9,UBS-ETF-MSCI CANADA A
LU0671493277,UEFD,UBS-ETF-MSCI EMU SM.CAP.A
LU0721552544,UEFF,UBS-BB.US1-3YTB.UETF ADL
LU0721552973,UEFI,UBS-BB.US710Y.TBUETF ADL
LU0879399441,UEFZ,UBS-E.SBI F.AAA-BBB5-10AD
LU0937835576,FRCA,UBS-E.-M.EMU H.T.DL ADDL
LU1048314196,UEF6,UBS-BBEALC1-5Y.UETF AEO
LU1048314949,UEF7,UBS-BBUSLC1-5YUETF ADL
LU1048316647,UEF9,UBS-B.B.US L.C.UETF ADL
LU1215451524,UIM2,UBS-ETF-FA.MS.EMU QU EOAD
LU1215452928,UIMZ,UBS-ETF-FA.MS.EMU PV EOAD
LU1215454460,UIMY,UBS-ETF-FA.MS.EMU LV EOAD
LU1215455947,UIM8,UBS-ETF-F.M.EMU TSY EOAD
LU1230561679,FRCJ,UBS-ETF-MSCI JAP.S.R.ADYN
LU1324516050,UEFS,UBS-BB.DL EM.S.UETF ADDL
LU1459802754,UIMB,UBS-B.B.TIP10+UETF ADDL
LU1484799769,UIMC,UBS-BBMSCIEALCSUETF ADEO
LU0136234068,UIM1,UBS ETF-EURO STOXX 50 A-D
